run_id,session,start_ts,end_ts,model,dataset,tp,request_rate,max_concurrency,instr,rep,command,result_json,status,notes
S3_r24_rep3,A,1785363866.313,1785363986.119,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,24,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 24 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r24_rep3.json",results/raw/sessionA/bench/S3_r24_rep3.json,ok,achieved=16.91;RATE_SHORTFALL
S3_r32_rep1,A,1785363988.126,1785364111.887,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,32,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 32 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r32_rep1.json",results/raw/sessionA/bench/S3_r32_rep1.json,ok,achieved=15.61;RATE_SHORTFALL
S3_r32_rep2,A,1785364113.900,1785364245.116,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,32,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 32 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r32_rep2.json",results/raw/sessionA/bench/S3_r32_rep2.json,ok,achieved=18.89;RATE_SHORTFALL
S3_r32_rep3,A,1785364247.124,1785364386.277,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,32,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 32 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_r32_rep3.json",results/raw/sessionA/bench/S3_r32_rep3.json,ok,achieved=18.46;RATE_SHORTFALL
S3_rinf_rep1,A,1785364388.284,1785364489.879,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,inf,,on,1,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_rinf_rep1.json",results/raw/sessionA/bench/S3_rinf_rep1.json,ok,achieved=17.51
S3_rinf_rep2,A,1785364491.888,1785364599.172,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,inf,,on,2,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_rinf_rep2.json",results/raw/sessionA/bench/S3_rinf_rep2.json,ok,achieved=22.89
S3_rinf_rep3,A,1785364601.179,1785364700.541,Qwen/Qwen2.5-0.5B-Instruct,sharegpt,1,inf,,on,3,"vllm bench serve --model Qwen/Qwen2.5-0.5B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionA/bench --result-filename S3_rinf_rep3.json",results/raw/sessionA/bench/S3_rinf_rep3.json,ok,achieved=19.12
BOOT1_Qwen2.5-7B-Instruct_tp1,B,1785433911.096,1785434139.590,Qwen/Qwen2.5-7B-Instruct,random,1,inf,,on,0,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 20 --request-rate inf --seed 42 --random-input-len 128 --random-output-len 64 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename BOOT1_Qwen2.5-7B-Instruct_tp1.json",,boot_warmup,discard
A1c_rep1,B,1785434139.596,1785434528.159,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename A1c_rep1.json",results/raw/sessionB/bench/A1c_rep1.json,ok,achieved=2.98;RATE_SHORTFALL
A1c_rep2,B,1785434530.170,1785434919.296,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename A1c_rep2.json",results/raw/sessionB/bench/A1c_rep2.json,ok,achieved=3.18;RATE_SHORTFALL
A1c_rep3,B,1785434921.558,1785435230.757,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate 5 --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename A1c_rep3.json",results/raw/sessionB/bench/A1c_rep3.json,ok,achieved=3.36;RATE_SHORTFALL
S2b_r5_rep1,B,1785435232.772,1785435459.569,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r5_rep1.json",results/raw/sessionB/bench/S2b_r5_rep1.json,ok,achieved=4.52
S2b_r5_rep2,B,1785435461.587,1785435683.940,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r5_rep2.json",results/raw/sessionB/bench/S2b_r5_rep2.json,ok,achieved=4.53
S2b_r5_rep3,B,1785435685.954,1785436000.826,Qwen/Qwen2.5-7B-Instruct,random,1,5,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 5 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r5_rep3.json",results/raw/sessionB/bench/S2b_r5_rep3.json,ok,achieved=4.53
S2b_r10_rep1,B,1785436002.855,1785436338.661,Qwen/Qwen2.5-7B-Instruct,random,1,10,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 10 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r10_rep1.json",results/raw/sessionB/bench/S2b_r10_rep1.json,ok,achieved=8.13;RATE_SHORTFALL
S2b_r10_rep2,B,1785436340.683,1785436701.787,Qwen/Qwen2.5-7B-Instruct,random,1,10,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 10 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r10_rep2.json",results/raw/sessionB/bench/S2b_r10_rep2.json,ok,achieved=8.16;RATE_SHORTFALL
S2b_r10_rep3,B,1785436703.836,1785437216.043,Qwen/Qwen2.5-7B-Instruct,random,1,10,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 10 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r10_rep3.json",results/raw/sessionB/bench/S2b_r10_rep3.json,ok,achieved=8.18;RATE_SHORTFALL
S2b_r12_rep1,B,1785437218.096,1785437687.046,Qwen/Qwen2.5-7B-Instruct,random,1,12,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 12 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r12_rep1.json",results/raw/sessionB/bench/S2b_r12_rep1.json,ok,achieved=9.24;RATE_SHORTFALL
S2b_r12_rep2,B,1785437689.061,1785437995.671,Qwen/Qwen2.5-7B-Instruct,random,1,12,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 12 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r12_rep2.json",results/raw/sessionB/bench/S2b_r12_rep2.json,ok,achieved=9.25;RATE_SHORTFALL
S2b_r12_rep3,B,1785437997.685,1785438259.910,Qwen/Qwen2.5-7B-Instruct,random,1,12,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 12 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r12_rep3.json",results/raw/sessionB/bench/S2b_r12_rep3.json,ok,achieved=9.10;RATE_SHORTFALL
S2b_r16_rep1,B,1785438261.955,1785439026.880,Qwen/Qwen2.5-7B-Instruct,random,1,16,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 16 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r16_rep1.json",results/raw/sessionB/bench/S2b_r16_rep1.json,ok,achieved=10.85;RATE_SHORTFALL
S2b_r16_rep2,B,1785439028.892,1785439679.850,Qwen/Qwen2.5-7B-Instruct,random,1,16,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 16 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r16_rep2.json",results/raw/sessionB/bench/S2b_r16_rep2.json,ok,achieved=10.75;RATE_SHORTFALL
S2b_r16_rep3,B,1785439681.870,1785439969.027,Qwen/Qwen2.5-7B-Instruct,random,1,16,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 16 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r16_rep3.json",results/raw/sessionB/bench/S2b_r16_rep3.json,ok,achieved=10.85;RATE_SHORTFALL
S2b_r20_rep1,B,1785439971.056,1785440245.859,Qwen/Qwen2.5-7B-Instruct,random,1,20,,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 20 --seed 1 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r20_rep1.json",results/raw/sessionB/bench/S2b_r20_rep1.json,ok,achieved=12.13;RATE_SHORTFALL
S2b_r20_rep2,B,1785440247.872,1785440474.948,Qwen/Qwen2.5-7B-Instruct,random,1,20,,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 20 --seed 2 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r20_rep2.json",results/raw/sessionB/bench/S2b_r20_rep2.json,ok,achieved=12.14;RATE_SHORTFALL
S2b_r20_rep3,B,1785440476.969,1785440805.382,Qwen/Qwen2.5-7B-Instruct,random,1,20,,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name random --num-prompts 200 --request-rate 20 --seed 3 --random-input-len 256 --random-output-len 128 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename S2b_r20_rep3.json",results/raw/sessionB/bench/S2b_r20_rep3.json,ok,achieved=12.03;RATE_SHORTFALL
C2_c1_rep1,B,1785440807.490,1785442009.315,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,1,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 1 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c1_rep1.json",results/raw/sessionB/bench/C2_c1_rep1.json,ok,achieved=0.15
C2_c1_rep2,B,1785442011.376,1785443092.104,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,1,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 1 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c1_rep2.json",results/raw/sessionB/bench/C2_c1_rep2.json,ok,achieved=0.21
C2_c1_rep3,B,1785443094.382,1785444505.662,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,1,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 1 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c1_rep3.json",results/raw/sessionB/bench/C2_c1_rep3.json,ok,achieved=0.15
C2_c2_rep1,B,1785444507.792,1785445312.091,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,2,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 2 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c2_rep1.json",results/raw/sessionB/bench/C2_c2_rep1.json,ok,achieved=0.29
C2_c2_rep2,B,1785445314.179,1785445791.185,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,2,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 2 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c2_rep2.json",results/raw/sessionB/bench/C2_c2_rep2.json,ok,achieved=0.41
C2_c2_rep3,B,1785445793.225,1785446400.067,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,2,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 60 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 2 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c2_rep3.json",results/raw/sessionB/bench/C2_c2_rep3.json,ok,achieved=0.28
C2_c4_rep1,B,1785446402.163,1785447024.271,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,4,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 4 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c4_rep1.json",results/raw/sessionB/bench/C2_c4_rep1.json,ok,achieved=0.60
C2_c4_rep2,B,1785447026.287,1785447422.093,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,4,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 4 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c4_rep2.json",results/raw/sessionB/bench/C2_c4_rep2.json,ok,achieved=0.65
C2_c4_rep3,B,1785447424.139,1785447867.248,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,4,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 4 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c4_rep3.json",results/raw/sessionB/bench/C2_c4_rep3.json,ok,achieved=0.60
C2_c8_rep1,B,1785447869.262,1785448166.449,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,8,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 8 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c8_rep1.json",results/raw/sessionB/bench/C2_c8_rep1.json,ok,achieved=1.14
C2_c8_rep2,B,1785448168.462,1785448435.083,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,8,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 8 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c8_rep2.json",results/raw/sessionB/bench/C2_c8_rep2.json,ok,achieved=1.15
C2_c8_rep3,B,1785448437.097,1785448768.897,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,8,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 120 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 8 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c8_rep3.json",results/raw/sessionB/bench/C2_c8_rep3.json,ok,achieved=1.10
C2_c16_rep1,B,1785448770.927,1785449116.261,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,16,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 16 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c16_rep1.json",results/raw/sessionB/bench/C2_c16_rep1.json,ok,achieved=1.86
C2_c16_rep2,B,1785449118.272,1785449610.076,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,16,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 16 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c16_rep2.json",results/raw/sessionB/bench/C2_c16_rep2.json,ok,achieved=2.07
C2_c16_rep3,B,1785449612.085,1785450063.115,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,16,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 16 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c16_rep3.json",results/raw/sessionB/bench/C2_c16_rep3.json,ok,achieved=2.09
C2_c32_rep1,B,1785450065.365,1785450597.111,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,32,on,1,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 1 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 32 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c32_rep1.json",results/raw/sessionB/bench/C2_c32_rep1.json,ok,achieved=2.99
C2_c32_rep2,B,1785450599.189,1785451105.225,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,32,on,2,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 2 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 32 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c32_rep2.json",results/raw/sessionB/bench/C2_c32_rep2.json,ok,achieved=3.38
C2_c32_rep3,B,1785451107.280,1785451552.176,Qwen/Qwen2.5-7B-Instruct,sharegpt,1,inf,32,on,3,"vllm bench serve --model Qwen/Qwen2.5-7B-Instruct --host 127.0.0.1 --port 8000 --dataset-name sharegpt --num-prompts 200 --request-rate inf --seed 3 --dataset-path /workspace/ShareGPT_V3_unfiltered_cleaned_split.json --max-concurrency 32 --num-warmups 30 --temperature 0 --ignore-eos --percentile-metrics ttft,tpot,itl,e2el --metric-percentiles 50,95,99 --save-result --result-dir results/raw/sessionB/bench --result-filename C2_c32_rep3.json",results/raw/sessionB/bench/C2_c32_rep3.json,ok,achieved=3.38
